rootfs / rootfs ro,seclabel 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/clock_bg.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/clock_h.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/clock_m.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/freezer_app_icon_normal.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/freezer_app_icon_special.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/onekey_clean_green_bg.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/onekey_clean_middle.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/onekey_clean_pointer1.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/onekey_clean_pointer2.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/onekey_clean_pointer3.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/onekey_clean_red_bg.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/pending_add_all_app.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/pending_add_clear_view.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/pending_add_lockscreen.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/pending_add_wallpaper.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/portal_ring_inner_holo.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/qk_icon_clip.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/wallpaper_bottom_leaf.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/wallpaper_left_leaf.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/wallpaper_right_leaf.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/wallpaper_top_leaf.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/properties.xml ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_bg.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_cast.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_cloudy.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_cloudy_night.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_fog.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_hail.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_hour.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_minute.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_rain.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_sandstorm.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_snow.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_sun.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_sun_night.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_thunder.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.smart.components/res/drawable-nodpi/aristocrat_unkown.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_browser.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_calculator2.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_camera.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_documentsui.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_fmradio.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_gallery3d_app_gallery.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_gallery3d_app_galleryforvideo.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_providers_downloads.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_providers_downloads_ui.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_quicksearchbox.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_settings_fingerprint_fingerprintsettings.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_settings_settings.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_stk.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_systemui_settings_luckymoneysettingactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_android_utk.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_cloudsx_android_coreservice.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_cloudsync_android_sync_view_homeactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_finallyclean_booster_cleaner.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_icoolme_android_weather.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_kingsoft_email.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_lazyswipe.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_lightsky_video_mainactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_mobile_hiweather.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_netease_mobimail_qiku.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_portonics_mygp.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo360_android_findphone.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo360_mobilesafe.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo360_mobilesafe_applock.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo360_transfer.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo_appstore.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo_browser.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo_gameunion.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo_magic.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo_osassistant.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qihoo_security.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_advertisement.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_backup.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_calendar.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_callrecorder.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_clone360.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_compass.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_contacts_dial_dialactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_contacts_ui_main_contactmainactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_coolsafe_ui_activity_autorun_autorunlistactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_feedback.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_filebrowser.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_gamebox.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_memo.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_mms_ui_mmsconversationlistactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_ota.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_privacyspace.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_safe.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_scanner.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_security_ui_activity_appsecuritymainlistactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_shop.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_show.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_sos.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_soundrecorder.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_virtualnumber_ui_virtualnumberwelcomeactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_android_xtime.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_bbs.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_cameramaster.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_candywall.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_cleaner.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_flashlight.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_freecall_message_ui_contactconversationlistactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_freecall_message_ui_conversationlistactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_healthguard.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_highspeedapp.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_logsystem.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_multiprocess.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_music.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_osassistant.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_position_crossing.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_powerengine_heatsource_activity_heatsourcemainactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_riskinsight.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_systemui_luckymoney_luckymoneysettingactivity.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_tripsafe.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qiku_virusisolation.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_qqreader_qiku.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/com_yulong_android_coolsafe.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/icon/sogou_mobile_explorer_os360.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/theme_icon_map.xml ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/favorite.db ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/classic.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/classic.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/default.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/default.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/default.xml ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/diva.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/diva.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/gorgeous.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/gorgeous.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/simple.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/simple.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/smart.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/smart.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/standard.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/standard.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/vigorous.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/vigorous.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/vintage.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/theme/vintage.theme ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000001.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000002.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000003.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000004.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000005.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000006.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000007.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000008.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000009.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000010.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000011.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000012.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000013.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000014.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000015.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000016.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000017.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000018.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000019.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000020.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/wallpaper/wallpaper_Y000021.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vendor.mediatek.hardware.camera.device@1.1.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vendor.mediatek.hardware.gnss@1.1.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vendor.mediatek.hardware.nvram@1.0.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vendor.mediatek.hardware.power@1.1.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vendor.mediatek.hardware.pq@2.0.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vendor.mediatek.hardware.videotelephony@1.0.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/android.hardware.graphics.allocator@2.0.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/android.hardware.graphics.common@1.0.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/android.hardware.graphics.mapper@2.0.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/android.hardware.renderscript@1.0.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/android.hidl.memory@1.0.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libRSCpuRef.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libRSDriver.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libRS_internal.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libbacktrace.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libbase.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libbcinfo.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libblas.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libc++.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libcompiler_rt.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libcutils.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libft2.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libhardware.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libhidlbase.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libhidlmemory.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libhidltransport.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libhwbinder.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libion.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/liblzma.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libpng.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libunwind.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/vndk-sp/libutils.so ext4 ro,seclabel,relatime,data=ordered 0 0
magisk /system/lib/libzygisk.so tmpfs ro,seclabel,relatime,mode=755 0 0
magisk /system/lib64 tmpfs ro,seclabel,relatime,mode=755 0 0
